name,neighborhood,price
Hell's Kitchen Funky 80's Hideaway!,Manhattan,99
Room in Chic Modern High Line Luxury- New!,Manhattan,255
Family & Friends in New York City,Brooklyn,169
Spacious & Comfy BK Brownstone,Brooklyn,99
Large Luxury Upper East Side Studio,Manhattan,169
Chateau Style Brooklyn Loft for Singles or Couples,Brooklyn,160
Lovely Brooklyn Brownstone 1BR!,Brooklyn,215
Beautiful Grdn. Apt. in Park Slope,Brooklyn,130
Sun-drenched East Village Penthouse,Manhattan,110
Columbus Circle Luxury Bldg - Private Room&Bath,Manhattan,150
Bright Private Bedroom in Williamsburg (Bedford L),Brooklyn,65
"Spacious, Kid-Friendly, and 15-20 Mins. to Midtown",Queens,75
Quiet Chelsea Studio w/Charm,Manhattan,149
Large Room Overlooking Central Park,Manhattan,89
"Cheerful, comfortable room",Manhattan,50
Hospitality on Propsect Pk-12 yrs Hosting Legally!,Brooklyn,43
"Prospect Pk*NYC in 5 stops* Cozy,Clean & Legal!",Brooklyn,42
Loft Style Apt in Williamsburg,Brooklyn,85
2 Beds over Bed-Stuy,Brooklyn,139
"Sunny, Large, Park Slope Bedroom",Brooklyn,105
Huge Bklyn Loft w Private Roofdeck,Brooklyn,265
Quiet Jr Alcove Near Times Square!,Manhattan,149
Large room in elevator drman bldg,Manhattan,68
"Comfy, Cozy, Brooklyn close to Manhattan",Brooklyn,99
Modern Bedroom in Hamilton Heights,Manhattan,75
Sunny Space in Williamsburg,Brooklyn,100
Best Manhattan Studio Deal!   ,Manhattan,90
STYLISH EAST VILLAGE FLAT,Manhattan,160
Serene Park Slope Garden Apartment,Brooklyn,190
Cozy and spacious - rare for NYC!,Brooklyn,67
Beautiful UES apartment,Manhattan,190
St. James Pl Garden Studio 1block to PRATT &Gtrain,Brooklyn,248
"Great, spacious apt in Williamsburg",Brooklyn,100
Comfortable. Spacious. Private Room.,Manhattan,95
Modern Condo in Midtown,Manhattan,150
Ideal Brooklyn Brownstone Apartment,Brooklyn,145
"A Cozy Oasis in Bushwick, NY",Brooklyn,41
Private Entrance - Private Parking,Brooklyn,120
Yankee Stadium Oasis 2 stops to Manhattan!,Bronx,50
"Sunny, Spacious Studio in Ft.Greene",Brooklyn,157
Williamsburg Exposed Brick Loft,Brooklyn,195
Bright Modern Charming Housebarge,Brooklyn,70
Central Bedford Avenue Apartment,Brooklyn,185
Welcome to Brooklyn! Bed-Stuy,Brooklyn,145
Sunnyside NYC/ AC room/ city views/ near Midtown,Queens,50
Greenpoint Waterfront Loft,Brooklyn,185
East Village House -- Unique!,Manhattan,250
2-bedroom share in heart of Greenwich Village!,Manhattan,80
1 Bedroom Pre War apt,Manhattan,230
Quiet One Bedroom in Park Slope,Brooklyn,100
CreaTive Live-In Artspace/Birdsnest,Brooklyn,40
RARE Penthouse Oasis featured on DesignSponge,Manhattan,200
New Clean Spacious Bed & Breakfast,Staten Island,80
"Sunny, calm room in Victorian home",Brooklyn,79
Modern Unique Studio in NYC,Queens,95
"2 Bed, 2 Bath Apartment on Central Park West",Manhattan,300
"Luxury Furnished 1 bedro, Bay Ridge",Brooklyn,100
Your Haven in the Upper West Side,Manhattan,80
"Wonderful Studio In Brooklyn, NY!!!",Brooklyn,110
A Cozy Brooklyn Hideaway,Brooklyn,172
鉁库溈鉁 COUNTRY COTTAGE IN THE CITY鉁库溈鉁,Manhattan,199
鉁库溈鉁 COUNTRY COTTAGE IN THE CITY鉁库溈鉁,Manhattan,199
"Lovely Bdr in Harlem, Manhattan",Manhattan,100
THE BEST DEAL ON THE HUDSON RIVER!!,Manhattan,55
Lovely HUGE Master Bed + Study,Brooklyn,75
Newly Reno鈥檇 Chic Quiet Exec 1BR,Manhattan,146
1 Bedroom in prime Flatiron,Manhattan,250
Large Artist Floorthru- Greenpoint,Brooklyn,116
Gorgeous PermaGO Private Room in FiDi - 1/2,Manhattan,150
CBG Helps Haiti Rm #3,Brooklyn,120
BEST DEAL IN CHELSEA 1 bdrm NYC,Manhattan,199
Lovely Apartment,Brooklyn,150
Artsy Loft-like Harlem Apartment,Manhattan,69
Harlem/Manhattan Classic Apartment,Manhattan,300
"BEAUTIFUL APARTMENT, GREAT LOCATION",Brooklyn,230
Quiet sunny studio Midtown,Manhattan,125
Charming room in Victorian home,Brooklyn,79
Brooklyn B & B close to Manhattan,Brooklyn,130
The Notorious B.N.B. { The Erhart },Brooklyn,239
Sunny cozy multileveled apartment!,Staten Island,75
Sunny 2 bedroom Williamsburg Duplex w/ 3 beds,Brooklyn,220
ROOM WITH KITCHENETTE #2,Brooklyn,80
Alpha-Bet City entire floor large cool 2br -L.E.S,Manhattan,288
"Your Haven Awaits At ""Emma's Place""",Brooklyn,135
"Spacious, Kid-Friendly 2 BR in West Village",Manhattan,225
Great Bedroom in Downtown Manhattan,Manhattan,110
Beautiful Brownstone,Brooklyn,100
1BDR - Hell's Kitchen Hideaway,Manhattan,130
COMFY ROOM/COFFEE AND BAGEL/WEEKLY DISCOUNT,Manhattan,89
Oversized Studio in Park Slope,Brooklyn,200
Apt with EmpireState view-Subway around the corner,Brooklyn,80
Zen Yankee Stadium Pad 5 Minutes To Manhattan!,Bronx,50
Monthly Apartment Rental,Manhattan,135
Wonderfully inviting East Village,Manhattan,90
TURQUOISE: One-Bedroom Apt. in Soho,Manhattan,270
"Lovely pied-脿-terre, in an historic building",Brooklyn,110
"Spacious, well furnished, high fl. beautiful views",Manhattan,145
NYC Studio in Heart of Times Square,Manhattan,179
rooms for rent in Queens with piano,Queens,55
Large Sunny Luxe Prvt Room/Midtown,Manhattan,110
Spacious Stunning Harlem Townhouse,Manhattan,325
Private Room With GREAT Location,Queens,75
HUGE Sunny Duplex Loft with Garden,Brooklyn,300
LARGE ARTSY Room w/ Loft Bed 4 DOOGLERS!,Manhattan,130
Stylish Studio with exclusive Terrace,Manhattan,190
"LES private apt, 1 bedroom & more",Manhattan,200
"Williamsburg Garden Home, 5 minutes from Manhattan",Brooklyn,180
"HUGE, modern 2-LEVEL Brooklyn apt",Brooklyn,350
charming 2bdrm apt in East Village,Manhattan,160
LOCATION LOCATION LOCATION Liz's,Manhattan,195
Manhattan Loft in Prime East Village Location,Manhattan,241
Nolita Penthouse_Private Deck_Elev_,Manhattan,300
Astoria Garden Suite,Queens,75
Lower East Side/Chinatown 1 Bedroom,Manhattan,100
"Amazing 1 bed, live like a Newyorkr",Manhattan,399
Private Room in Fort Green BK close to city,Brooklyn,85
Spacious & Charming by Prospect Pk,Brooklyn,80
Private Room Near Brooklyn Museum ,Brooklyn,55
The Notorious B.N.B. { The Wallace },Brooklyn,438
Clinton Hill 1 Bed Bright Loft Apartment,Brooklyn,110
Great Studio in W. Village - NYC!,Manhattan,200
The Notorious B.N.B. { The Swoon },Brooklyn,279
"BIG 1br, SLEEPS 4, dishwashr, TV",Brooklyn,137
2BR  Apt - 20min to Soho,Brooklyn,280
Williamsburg  - Quiet and Comfy stay,Brooklyn,199
One Fabulous Private Room,Manhattan,71
NY/ Big Room for 2 near Manhattan,Bronx,42
Brooklyn Brownstone apartment,Brooklyn,180
big 1 bedroom apt very central,Manhattan,226
"Lovely, Large Room in Crown Heights",Brooklyn,85
"Sweet Apt, Steps From Gramercy Park",Manhattan,135
Quality Cozy Studio Next to Subway,Queens,79
Scandinavian-apt for up to 5. LES,Manhattan,154
Loft Suite @ Box House Hotel,Brooklyn,199
4 BEDROOM -2BATHRM WEST VILLAGE DUPLEX  TOWNHOUSE,Manhattan,700
Large & bright 900ft虏 1br in WV,Manhattan,246
At a very nice area in the WestSide,Manhattan,125
HANCOCK VERY SMALL ROOM,Brooklyn,100
Pre-War Williamsburg Loft,Brooklyn,295
1 Bedroom Available In My Two Bedroom Flat,Brooklyn,150
SPACIOUS PRIVATE LITTLE ITALY FLAT,Manhattan,119
The Lenox in Harlem,Manhattan,125
The Lenox in Harlem,Manhattan,400
 Heart & Soul of Greenwich Village ,Manhattan,850
Prime Williamsburg Loft off Bedford,Brooklyn,129
Private Bdrm /Bath 1 block Ctrl Prk,Manhattan,140
+Highly Satisfactory LES dwelling++,Manhattan,115
Whole apartment / 2 bedroom in NYC,Manhattan,200
"Spacious, modern loft in awesome neighborhood",Brooklyn,96
Loft Suite @ The Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Well Kept  Private Room around  Brighton  Beach,Brooklyn,69
Large 1 Bedroom furnished on UWS,Manhattan,185
Chez Carine - Privacy in Manhattan,Manhattan,81
Loft Suite @ Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Duplex w/ Terrace @ Box House Hotel,Brooklyn,349
Loft w/ Terrace @ Box House Hotel,Brooklyn,249
1 BR w/ Terrace @ Box House Hotel,Brooklyn,299
Superior @ Box House,Brooklyn,179
"Read it 1st, A seprat fur BR, low $",Queens,54
2 BR Duplex @ Box House Hotel,Brooklyn,599
Husband & Wife Art-Filled Apartment,Brooklyn,110
"3BR, 2 bathroom condo in Bushwick",Brooklyn,220
"The BLUE OWL:
VEGETARIAN WBURG W PATIO & BACKYARD!",Brooklyn,89
Cozy 2 Bedroom 20 Min from City,Brooklyn,170
NOLITA! LOCATION! LOCATION! VIEWS! FREE GYM!,Manhattan,495
"Entire apt NYC, Queens. 15 min from Times Square.",Queens,80
Luxury Chelsea Townhouse at the High Line,Manhattan,760
Alchemy BnB - room in artist loft,Brooklyn,98
Sunny! 2br Steps to train/restaurants - 15 to NYC,Brooklyn,125
Zen Den (Airport Pickup: JFK & LGA),Brooklyn,48
Heart of Williamsburg. Brand New.,Brooklyn,64
"Fresh, Clean Brooklyn Garden Apt.",Brooklyn,154
Guest Apartment in Owner Occupied Home,Brooklyn,139
My Home Is Your Home,Queens,75
Spacious & Stylish Chelsea One Bedroom Apartment,Manhattan,325
CHELSEA 1 Bdrm Plus Sleeping Loft!!,Manhattan,195
Spacious room in beautiful apt! ,Manhattan,58
"Oceanview,close to Manhattan",Staten Island,250
"Affordable rooms,all transportation",Staten Island,50
"Budget stay, near transportation",Staten Island,125
Fort Greene brownstone 1BR- SUBLET,Brooklyn,70
NewYork Modern Pre-War LoftStudio ,Manhattan,189
Cozy Artist Duplex **Bedstuy Charm**,Brooklyn,130
Apartment in Best location in NYC,Manhattan,145
Inspired in Historic Downtown NYC!,Manhattan,101
Chelsea/West Village - 2bdrm apt,Manhattan,95
1500+ sq ft 2BR West Village Loft,Manhattan,375
Cozy & Clean Lower East Side Apt.,Manhattan,153
Spacious Townhome Apt in Brooklyn,Brooklyn,92
Chic + Stylish room in heart of LowerEastSide NYC!,Manhattan,80
Landmark 2 Bedroom West Village NYC,Manhattan,300
2 bedroom apt in charming brick townhouse,Brooklyn,145
Room in East Village with Private Entrance,Manhattan,88
Cozy&Clean in a great neighborhood,Manhattan,155
Prime Williamsburg 1/BD New Condo,Brooklyn,185
City Skyline Views from every room!,Queens,73
Contemporary & Classic Sanctuary on the Hudson,Manhattan,225
Comfortable Manhattanville,Manhattan,85
Private room w/ queen bed + rooftop,Brooklyn,99
Zen Eyrie 鈥揂irport Pick-Up: JFK/LGA,Brooklyn,48
Studio sublet in Hell's kitchen,Manhattan,200
Luxury NYC 2 Bedroom with Terrace,Manhattan,485
Bright unique designer loft in Soho,Manhattan,310
Spacious  2 bed Loft apartment Bedford L,Brooklyn,110
Beautiful studio by Central Park,Manhattan,109
One bed suite with private garden,Manhattan,167
SUNNY 1 Bedroom APT in Fort Greene - BROOKLYN,Brooklyn,147
West Village cozy 2 bedroom  NYC ,Manhattan,220
2 Bedroom Gem - Prime LES Location,Manhattan,195
REAL 2BR-HEART OF SOHO-LITTLE ITALY,Manhattan,199
BIG ROOM / DOWNTOWN  LOFT /,Manhattan,65
Large Sunny Bedroom in QNS NYC,Queens,55
Home Away From Home-Room in Bronx,Bronx,50
Private clean pleasant spacious room.,Brooklyn,60
"Charming Hotel Alternative
Mount Sinai",Manhattan,99
SUNNY 2-bdrm CHILD-friendly Uptwn by Centrl Park!,Manhattan,130
Resort-like living in Williamsburg,Brooklyn,290
Hudson Yards with views of The Highline Park,Manhattan,350
Brooklyn: A Huge Bedroom + Good Vibes,Brooklyn,50
One stop from Midtown Manhattan!,Queens,96
"Private Room Very Near L train, Bushwick",Brooklyn,45
Cozy New York  City private room,Queens,85
Bed-stuy Royal Room,Brooklyn,34
SUPER CUTE EAST VILLAGE APARTMENT,Manhattan,250
GREAP STUDIO / 4PPL IN MIDTOWN,Brooklyn,190
BEDFORD AV.  ROOM IN WILLIAMSBURG..,Brooklyn,75
Sleep & Wake near Botanical Gardens,Brooklyn,93
Tranquil in the heart of Brooklyn 2,Brooklyn,60
Tranquil in the heart of Brooklyn 1,Brooklyn,65
"Easy, comfortable studio in Midtown",Manhattan,125
Huge luxury 1BR apt near Central Park South(4 ppl),Manhattan,300
Beautiful brownstone apartment,Manhattan,150
1 Bd. MANHATTAN NY Entire Apt. 1 yr-6 months min.,Manhattan,56
Luxury Designer Downtown Apartment,Manhattan,299
Spacious room on charming block in Greenpoint!,Brooklyn,60
"SUNNY, SPACIOUS APT. in  FT. GREENE",Brooklyn,88
Guest Room in Authentic Williamsburg Factory Loft,Brooklyn,60
6 Bedroom Landmark West Village Townhouse,Manhattan,1300
Beautiful bed and bath - Manhattan,Manhattan,200
Beautiful Room Near Central Park!,Manhattan,99
Fantastic 1-bedroom basement apt.,Brooklyn,110
"Private Clinton Hill, Brooklyn Apt",Brooklyn,135
Charming furnished Studio-Loft,Manhattan,110
Lovely 2 bedroom apartment with backyard access,Brooklyn,165
Nights in White Satin in the Slope,Brooklyn,127
"The Carlton, Brooklyn brownstone Duplex w/ garden",Brooklyn,402
Comfortable Manhattanville.,Manhattan,85
Beautiful lrg 1800's syle apt share,Brooklyn,75
Location wins for East Village Apt,Manhattan,139
Sunny Entire Apt with Romantic Bedroom,Brooklyn,70
Furnished room for rent - Manhattan,Manhattan,50
Large Room in a Huge NY apartment.,Queens,30
West Village NYC Sun-filled Studio!,Manhattan,250
"Large, furnished room in a 2 bedroom!",Brooklyn,64
Huge Apartment!  Amazing View!,Manhattan,300
#1 Yellow Block BnB/see at Net Flix Show Stay Here,Brooklyn,800
Cozy Brownstone Inn I(studio),Brooklyn,100
Crown Height's Brooklyn Cozy Apt,Brooklyn,250
Amazing West Village 2br,Manhattan,200
Authentic NY Charming Artist Loft,Brooklyn,140
Beautiful Private Bedroom - Downstairs,Manhattan,130
Kensington/Ditmas Park pied-a-terre,Brooklyn,90
QT STUDIO FOR ROMANTIC COUPLES,Manhattan,90
"Own Room & Bath, Sunny Town House, 18"" to Wall St",Brooklyn,97
Cozy & Charming Boerum Hill Flat,Brooklyn,91
Park Slope Brooklyn!  Sunny Bedroom.,Brooklyn,125
One bedroom sharing Bathroom,Brooklyn,75
Spacious East Village Apartment,Manhattan,180
Huge Williamsburg Loft..Perfect for Big Groups!,Brooklyn,300
Stylish Garden House - Trendy area,Brooklyn,100
Hells Kitchen Ground Fl 1-bedroom,Manhattan,175
Pre War Park Slope on Prospect Park,Brooklyn,65
Charming Apt in the Best Location!,Manhattan,240
Huge room with private balcony,Manhattan,300
Amazing 1 bedroom apt with NYC View,Manhattan,385
Great spacious room by the L train!,Brooklyn,47
Charming Brooklyn Studio,Brooklyn,110
Private Room in Brownstone,Manhattan,75
Bed Stuy Pride! Welcome to Brooklyn,Brooklyn,100
Lovely Hell's Kitchen Studio...,Manhattan,165
HOT SPOT FOR 20 AND 30 SOMETHING'S,Brooklyn,300
"Cozy, Clean Cobble Hill Brownstone",Brooklyn,140
Bright Loft Apt w Skylight in Wburg,Brooklyn,120
"Cozy, beautiful doormen studio-",Brooklyn,175
Carroll Gardens Gem-2BD with Garden,Brooklyn,275
Sunny 1BR Center of East Village!,Manhattan,179
"2BR in Cobble Hill, Brooklyn, NY",Brooklyn,189
Perfect East Village Apartment,Manhattan,219
Decorators 5-Star Flat West Village,Manhattan,450
Beautiful SoHo Luxury Apartment,Manhattan,249
2 Rooms in Cottage NYC,Queens,65
Zen Minimalist w/Garden- Bedford L Stop,Brooklyn,250
Between Two Bridges 2BD -Whole Apt!,Manhattan,139
BIG LUXURY LINCOLN CENTER AREA STUDIO + !!,Manhattan,209
Brooklyn Beauty - Large 2 bedroom Apartment,Brooklyn,120
"Entire Apartment in Astoria, 15mins from Manhattan",Queens,70
Gorgeous pvt room in West Village,Manhattan,90
1 bedroom apt in Midtown West,Manhattan,199
Sunny and spacious bedroom,Brooklyn,50
Beautiful Spacious One Bedroom,Brooklyn,100
Room next to Columbia Uni.,Manhattan,110
"Big Apt for Funky Art /Music Lovers, Outdoor Patio",Brooklyn,157
Loft Suite @ The Box House Hotel,Brooklyn,199
NYC Summer Getaway | Full Home 2BR,Queens,192
Loft Suite @ The Box House Hotel,Brooklyn,199
Beautiful New Garden Apartment ,Manhattan,150
Loft Suite @ Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
Loft Suite @ The Box House Hotel,Brooklyn,199
"Lovely apt in Williamsburg, BK",Brooklyn,105
Williamsburg HUGE SUNNY next2train!,Brooklyn,135
Loft Suite @ Box House Hotel,Brooklyn,199
Modern apartment w/ gorgeous view,Brooklyn,125
"Sunny, clean br available",Brooklyn,60
Have Whole Apt! Prime Williamsburg!,Brooklyn,85
Panoramic View Central Park & NYC,Manhattan,300
E Williamsburg Apartment with Yard,Brooklyn,75
Nice Private Room Beauty in Queens,Queens,55
Sublet in Brooklyn/Lefferts Gardens,Brooklyn,44
"Cozy Corner, Bedford Ave  Brooklyn!",Brooklyn,55
"HISTORIC WILLIAMSBURG, BKLYN #1",Brooklyn,30
Inexpensive apartment in exchange for cat-care,Brooklyn,35
"Private room in 2 br Apt, Wburg, BK",Brooklyn,70
"Bright, Airy Williamsburg Apt",Brooklyn,130
Large Double Room  Queenbed Wifi,Brooklyn,52
"Low$pacious in Williamsburg, Bklyn",Brooklyn,75
1 Bdrm in 2 Bdrm Apt in Upper East Lux Drmn Bldng,Manhattan,190
Charming 1BD in SoHo,Manhattan,250
Feel like you never leave your home,Brooklyn,100
Sunny apartment  in Greenpoint,Brooklyn,130
Furnished Bedroom with private half bath,Manhattan,140
Sunny private room featured in film,Brooklyn,75
Sunny 1BR East Harlem Apartment,Manhattan,150
The best studio in town,Manhattan,90
Fully Furnished 1B/1BTH UWS GEM  1 YR Sublease,Manhattan,295
Penthouse Studio by Central Park,Manhattan,150
Your Own 2 Br Apt Bedford and Grand,Brooklyn,180
Spacious + Sunny Studio in Ft. Greene Brooklyn!,Brooklyn,135
2 rooms; private entrance & bath!,Brooklyn,65
Giant Sunny Bedroom & Private Bath in my Apartment,Manhattan,99
Prime location! Backyard & outdoor shower! Unique!,Brooklyn,149
"Private Room in Artist's Home, Stapleton, SI",Staten Island,59
Large Sunny Bedroom with Bay Window,Manhattan,75
Harlem/Hamilton Heights Sunny Room,Manhattan,75
Clinton Hill Duplex near Pratt w/Balcony!,Brooklyn,75
"Sunny 1 BR, West 80s & Central Park",Manhattan,109
"2 BD / 2BA WITH GARDEN, SLEEPS 6",Brooklyn,225
COMFORTABLE ROOM,Manhattan,86
Charming Ridgewood Soulful  Walk-Up,Queens,52
"Comfortable, well-appointed room",Brooklyn,100
2ND AVENUE OFF HOUSTON/LOFTLIKE STU,Manhattan,99
Share in NYC's trendy East Village,Manhattan,89
Historic Brooklyn 2-Bedroom Apt,Brooklyn,135
APT W/ OUTDOOR SPACE!! LONG TERM RENTAL PREFERRED!,Manhattan,199
Come and go as  you please in BKLN!,Brooklyn,89
Room in Huge 1200sf W Harlem Suite,Manhattan,110
"Huge, Sunny, Open Loft in Brooklyn",Brooklyn,120
Cozy Nook in Heart of Williamsburg,Brooklyn,59
Peaceful Room...,Brooklyn,49
Cute Room in Historic Loft!,Brooklyn,79
Harlem on the Range,Manhattan,135
Amazing Park Slope Duplex with Deck,Brooklyn,185
Entire 2 Bedroom Apartment in Williamsburg,Brooklyn,225
Big Bright E Village 2BR (Baby Nursery),Manhattan,245
Private Manhattan Studio on Harlem/Heights Border,Manhattan,115
"Luxury Williamsburg, Brooklyn LOFT",Brooklyn,325
Artist Loft-McCarren Park-Williamsburg-BrooklynNYC,Brooklyn,95
Chelsea/Meat Packing  Artist Space!,Manhattan,120
Elegant Spacious Family Townhouse,Manhattan,499
Large Master Bedroom - Williamsburg,Brooklyn,75
Central Park Fifth Av MET Museum,Manhattan,109
Real Williamsburg Artist Loft,Brooklyn,160
Lovely Upper East Yorkville 1 BDRM,Manhattan,219
Cozy Upper East Side Studio,Manhattan,159
"Large Cozy Room #2, Landmark Home 1 Block to PRATT",Brooklyn,180
"Lovely studio in East Village, NY",Manhattan,150
NYC Summer Discount  1 BR Gramercy Apt,Manhattan,106
"Awesome views, Central location",Manhattan,299
Spacious Manhattan Apartment near Central Park,Manhattan,179
Entire Apt: Sunny 2bd! 15min to NYC,Brooklyn,165
Your Historic House in Brooklyn,Brooklyn,500
Creative Director's Chinatown Loft,Manhattan,250
"HOSTING YOUR COZY,  ECLECTIC MILIEU FOR NYC VISIT",Manhattan,87
Charming private room in New-York,Brooklyn,79
Cozy bedroom near Times Square,Manhattan,75
Artist's Flat in Historic Building #10263,Brooklyn,200
Queen size sofa bed in Harlem,Manhattan,80
Bklyn 6 Beds 1 Bathroom Rental 2,Brooklyn,115
Bklyn 4 Beds 1 Bathroom Rental 3,Brooklyn,115
4 Beds 2 Bathrooms Rental 1,Brooklyn,120
Stylish & Quiet NYC Retreat!,Manhattan,125
"Bright, new luxury apartment in doorman building",Manhattan,387
TIMES SQUARE MASTER BEDROOM!,Manhattan,95
"Lincoln Center Studio, Clean&Sunny!",Manhattan,99
Serenity amidst the busy city,Manhattan,121
Super Clean Apt by Columbus Circle,Manhattan,350
Unique private room and bathroom in Brownstone,Manhattan,75
TIMES SQUARE HOUSE!,Manhattan,95
Beautiful Room in a Beautiful New NYC Apartment,Manhattan,89
Best West Village/Meatpacking Space,Manhattan,195
21 day Chelsea Apartment rental,Manhattan,160
"Heavy Sun, Quiet, Arty 1 Bedroom",Brooklyn,70
