用户ID,地区,宝宝性别,宝宝年龄
18762157,武汉,男,1
505440,北京,女,1
5065765,重庆,男,0
87400564,兰州,女,3
61457509,哈尔滨,女,3
88157796,武汉,男,3
51795497,哈尔滨,男,0
80901205,兰州,男,2
25847599,上海,男,0
44007840,武汉,女,0
62667055,上海,女,1
22249627,武汉,男,1
77767968,武汉,男,0
62014249,成都,女,3
29054750,成都,男,0
96121571,北京,男,3
65867740,重庆,男,1
47106721,上海,男,3
95288984,重庆,女,0
92007086,重庆,男,3
14192240,武汉,女,0
9468505,北京,男,2
89294204,成都,男,0
61028467,北京,女,2
65016898,武汉,女,2
90161289,重庆,男,0
80884486,武汉,女,1
65962624,上海,男,2
8168088,成都,女,1
259082,深圳,男,1
48870989,上海,女,2
75670108,深圳,女,1
59807584,北京,女,3
9150040,兰州,男,2
8408485,北京,女,1
44041804,武汉,男,2
1108508,重庆,男,3
12511097,兰州,女,0
80450449,深圳,男,2
50428071,成都,女,2
19581581,哈尔滨,男,2
52770120,武汉,男,2
51850004,重庆,女,1
51524290,哈尔滨,男,0
42607650,北京,男,3
4511651,武汉,男,1
88028155,成都,男,1
28574956,深圳,女,3
98698870,武汉,男,2
29762756,哈尔滨,男,3
6760788,武汉,女,2
5772478,武汉,女,1
98115065,哈尔滨,女,1
58509264,武汉,男,2
27621660,兰州,女,1
70519270,哈尔滨,男,1
95091002,武汉,女,3
66625419,武汉,男,3
87508056,兰州,女,3
97085908,成都,男,1
61506100,武汉,男,0
26220071,成都,男,2
59849029,成都,女,3
14901052,武汉,女,3
59198051,成都,女,1
54297960,哈尔滨,男,0
70429264,成都,男,2
66754141,武汉,男,2
56860881,成都,男,2
96767567,成都,男,2
45964776,成都,男,1
80501057,成都,男,1
6094949,深圳,女,2
61108492,哈尔滨,女,2
67769416,武汉,女,2
69019521,北京,女,2
9019099,北京,男,2
86290121,成都,女,0
4955074,兰州,男,3
40107987,武汉,女,3
24857612,北京,女,3
90910481,武汉,男,3
54692524,哈尔滨,男,3
15507888,成都,男,1
54849040,哈尔滨,女,0
7510400,重庆,女,0
60145247,哈尔滨,女,3
45992658,哈尔滨,男,3
4717540,兰州,男,0
49810708,武汉,女,3
42064458,武汉,女,3
44949004,北京,男,2
28472909,兰州,女,0
81487821,深圳,女,0
51010759,上海,女,2
9606019,北京,男,0
6020547,上海,男,2
49724017,重庆,女,3
25702427,北京,女,2
2609100,哈尔滨,女,2
22847649,兰州,女,1
47106220,重庆,男,3
82159176,成都,女,3
95010681,北京,男,2
78206864,上海,女,3
8800184,上海,男,2
65695902,哈尔滨,女,2
70611770,重庆,男,1
45786696,上海,女,1
98000124,北京,男,1
25269182,成都,男,3
46100076,深圳,女,0
89406062,重庆,女,3
22750780,哈尔滨,女,2
41009205,北京,男,0
74890066,哈尔滨,女,2
20006495,哈尔滨,男,3
89600981,重庆,女,1
14402661,武汉,女,1
11676004,哈尔滨,男,0
50566504,哈尔滨,女,2
74940266,上海,男,2
78018115,重庆,男,1
76605071,重庆,女,0
76601291,兰州,男,2
87560700,深圳,女,2
76859078,北京,男,3
21900847,北京,男,1
19064858,成都,男,1
72096597,深圳,男,0
48770101,北京,女,0
29055625,深圳,女,2
40140025,北京,女,3
57140708,成都,女,2
15865282,成都,女,0
10959107,哈尔滨,男,0
1176462,北京,女,0
92827077,哈尔滨,男,1
27504500,武汉,男,0
6009258,武汉,女,2
56816717,北京,男,2
72099849,哈尔滨,女,3
2074207,哈尔滨,男,3
75641010,成都,女,2
20115910,兰州,男,1
66715902,兰州,男,1
16026267,武汉,女,3
45785109,深圳,男,3
60794674,重庆,男,1
86007026,成都,男,0
26841126,成都,男,1
72842614,北京,男,3
61421081,重庆,男,0
55642568,成都,女,2
57944510,上海,男,1
29801505,哈尔滨,女,3
88655607,上海,男,3
82108520,武汉,男,1
50807062,兰州,女,0
20114401,武汉,男,0
6900065,深圳,女,0
59005961,北京,女,0
42092976,上海,男,1
15666799,上海,女,1
55546248,深圳,女,0
21906091,重庆,女,2
14142891,兰州,男,0
2046014,哈尔滨,女,0
17060219,北京,女,0
16084116,重庆,男,1
72916044,北京,男,0
92769400,兰州,女,3
61114268,兰州,男,3
6199707,武汉,女,3
91051910,上海,男,1
5504070,深圳,男,1
47811107,哈尔滨,男,3
92014040,兰州,男,1
80207705,深圳,男,1
16007607,武汉,女,0
26029860,成都,女,0
10717800,武汉,女,2
15471156,武汉,男,1
5794022,哈尔滨,男,1
20428244,重庆,男,0
97142821,上海,女,3
4825058,重庆,女,3
97114872,武汉,男,2
52079670,深圳,女,1
40844667,武汉,男,0
60006010,重庆,女,1
44760844,深圳,男,0
24642811,成都,女,0
74612502,哈尔滨,女,0
80594725,兰州,女,2
7099689,上海,男,3
19454914,成都,女,2
81706457,北京,女,2
89509409,北京,女,2
50660110,成都,男,2
90870062,深圳,男,1
50762520,重庆,男,1
16756779,重庆,男,1
7258444,北京,女,2
90072792,兰州,男,3
4150866,重庆,女,2
54049975,兰州,女,0
20219061,成都,男,0
76620290,北京,男,0
18465050,北京,男,1
97250816,武汉,男,3
91000105,上海,女,1
92140094,武汉,男,2
49010620,兰州,男,3
99169740,重庆,男,2
60186872,哈尔滨,女,2
12160197,成都,女,3
80502701,重庆,女,0
50604740,北京,女,0
40046744,深圳,男,2
6250480,哈尔滨,女,2
84568667,成都,女,3
28720091,深圳,男,1
52029409,重庆,男,1
68262101,上海,女,0
49600220,兰州,女,0
90199109,重庆,女,1
19080010,兰州,男,3
74909609,重庆,女,2
74560159,成都,女,2
5020064,兰州,女,1
50844796,重庆,女,3
40071502,哈尔滨,男,1
49294189,北京,男,2
56480407,重庆,女,1
5215598,深圳,男,1
44580790,北京,男,3
9609029,哈尔滨,女,2
28196811,兰州,男,2
18604055,重庆,男,1
42819545,重庆,女,0
50075047,兰州,男,0
18788984,北京,男,0
74202291,北京,女,2
10085808,上海,男,1
71808777,深圳,女,1
80018002,武汉,女,2
54108141,哈尔滨,男,1
9617898,北京,女,3
97658111,北京,女,2
4400760,成都,女,2
89498505,重庆,男,0
70249885,重庆,女,0
10591401,哈尔滨,女,3
20755600,重庆,男,1
68446720,北京,男,2
1629520,武汉,女,0
7995969,重庆,男,2
77167098,重庆,女,1
50980100,哈尔滨,男,3
85887410,上海,男,2
7980280,深圳,女,0
4276626,北京,女,0
69401456,上海,男,1
15928025,兰州,女,2
91058610,兰州,男,2
54008096,成都,男,3
7110700,重庆,女,1
2076221,北京,男,1
42404488,兰州,女,1
97065806,武汉,女,1
77150178,兰州,女,3
76118180,哈尔滨,男,3
7164201,深圳,女,1
96809550,北京,女,2
47689217,北京,男,2
9901592,成都,男,2
65000679,武汉,女,3
40407725,上海,男,3
9592852,深圳,女,3
6806517,上海,女,1
70480886,重庆,女,3
10504478,北京,女,0
99004871,兰州,女,2
64510016,武汉,女,0
16589647,上海,女,0
26016050,深圳,男,3
82925009,哈尔滨,女,2
70989972,北京,男,3
68006768,武汉,女,2
19490890,深圳,女,1
14010048,兰州,男,1
97990205,北京,女,0
2725216,哈尔滨,女,2
39669474,深圳,女,1
41757985,武汉,女,2
99449662,哈尔滨,男,1
99408059,重庆,女,2
82085422,深圳,男,1
15652796,兰州,女,1
88402870,哈尔滨,男,2
33489127,兰州,男,2
7182074,北京,男,0
40297559,兰州,女,0
90466480,成都,男,3
45889725,上海,男,0
14500245,深圳,男,2
94784669,北京,女,1
24016074,重庆,女,1
48055925,深圳,男,0
84005745,成都,女,3
87256060,武汉,女,3
57708811,武汉,男,3
90405072,深圳,女,2
92800709,上海,男,2
14288098,深圳,女,1
85807169,上海,女,0
60070807,深圳,男,3
59460924,哈尔滨,女,0
89577610,重庆,女,1
16962400,北京,女,3
81700060,哈尔滨,男,2
92979761,兰州,男,0
18869262,兰州,男,0
4805944,重庆,男,1
1178054,武汉,女,1
8900422,兰州,男,0
41079700,深圳,男,0
71054640,北京,男,2
69722785,哈尔滨,男,1
50101920,哈尔滨,女,0
79945549,北京,男,1
40225900,成都,女,1
49901874,上海,男,2
58080099,兰州,女,3
50905945,深圳,男,2
49074419,兰州,男,1
26476980,深圳,男,3
74675810,兰州,男,0
64011755,深圳,男,1
19701860,哈尔滨,男,0
41907655,武汉,男,0
42517451,深圳,男,2
94840286,哈尔滨,女,0
14276871,上海,女,1
87027925,上海,女,0
56890649,深圳,男,3
58045198,重庆,女,0
76206890,武汉,男,2
8085006,重庆,女,0
5112069,武汉,女,3
1601900,哈尔滨,女,2
62850005,重庆,男,1
29940091,北京,男,1
67405,武汉,女,2
42686521,上海,女,1
50000507,北京,男,2
5941506,上海,男,2
18971510,上海,男,0
8401892,哈尔滨,女,2
36696497,成都,女,0
9047400,兰州,女,0
79529657,成都,女,3
51012019,重庆,男,1
92600004,兰州,男,1
98005041,兰州,男,0
77740178,武汉,女,0
66910695,成都,男,3
4217827,兰州,女,3
87095708,兰州,女,2
81750011,哈尔滨,女,3
9748675,重庆,男,2
22418600,重庆,女,3
1706049,重庆,女,1
42887667,兰州,男,1
59971277,重庆,男,2
719450,武汉,男,3
91860472,哈尔滨,女,1
92000981,成都,男,0
4006901,兰州,男,2
60460409,北京,男,0
33884927,成都,女,3
40400121,兰州,女,1
14959697,成都,女,2
16299008,武汉,男,3
77472010,成都,男,3
92814998,重庆,女,2
62804176,重庆,男,0
52775548,重庆,女,3
91855919,兰州,男,1
82152854,哈尔滨,女,3
2404897,武汉,男,3
28192808,成都,女,1
21757720,重庆,男,2
56587754,上海,女,2
2475899,成都,男,2
15418044,武汉,女,3
4210899,重庆,男,1
66470926,重庆,男,2
40900108,成都,男,2
9754120,成都,男,2
2108006,成都,女,3
61019,上海,女,2
20965400,深圳,女,1
798702,北京,女,2
58564209,重庆,男,3
90960746,深圳,女,2
60460745,武汉,女,0
60175510,哈尔滨,女,1
84806782,哈尔滨,男,3
15800418,上海,女,0
97104050,哈尔滨,女,3
92762878,北京,男,2
96818770,北京,女,1
7268789,深圳,女,3
5040886,重庆,男,0
2470010,兰州,男,1
20009204,北京,男,1
44564260,深圳,男,1
50549005,深圳,男,2
8922550,成都,女,0
70757188,重庆,女,1
66560856,哈尔滨,男,3
90017080,重庆,女,0
41606005,重庆,女,3
24041590,成都,女,2
6906875,重庆,男,2
601405,北京,女,0
49180500,武汉,女,3
47027089,上海,男,1
76198441,北京,女,2
88055601,上海,男,1
18507821,成都,男,3
46970658,兰州,女,3
19070826,成都,男,1
29009606,北京,男,3
16896572,重庆,男,3
80280788,北京,男,3
54501510,深圳,男,3
78162180,兰州,女,0
61071760,武汉,女,0
40722472,哈尔滨,男,1
90675609,重庆,男,3
25186820,上海,男,2
69087575,兰州,男,3
7906527,兰州,男,3
42071720,哈尔滨,女,2
49801047,北京,女,1
2669580,兰州,男,3
4140484,哈尔滨,男,3
37479151,兰州,男,3
27966450,上海,男,1
77640999,上海,女,3
19874118,哈尔滨,女,0
70842722,成都,女,2
64690467,重庆,男,1
46442290,上海,女,0
28550562,重庆,女,0
92528400,上海,男,2
40010471,哈尔滨,女,3
279091,哈尔滨,女,0
1125000,成都,女,3
96406025,武汉,女,2
34561957,重庆,女,1
57045102,武汉,女,2
42097108,武汉,女,0
4654778,深圳,女,3
99521972,兰州,男,0
61908070,上海,男,2
6410160,武汉,男,3
90244977,兰州,男,1
77055065,深圳,男,0
96065181,哈尔滨,女,0
9515479,成都,男,1
90550777,成都,男,1
9257240,成都,男,1
86162266,上海,女,3
7775480,北京,女,3
44508602,深圳,女,1
88200267,哈尔滨,男,1
68822610,成都,男,2
5889514,北京,男,0
40698616,哈尔滨,女,2
45841870,北京,女,0
92696559,北京,男,0
66700542,兰州,男,2
29862187,重庆,男,3
24506602,重庆,男,2
79277057,武汉,男,2
47184508,兰州,男,2
11745127,成都,女,3
45660900,成都,女,2
57858056,成都,女,1
11788407,成都,男,2
60441044,武汉,女,3
75460788,重庆,女,1
41069250,重庆,女,1
42001079,北京,男,1
48976945,兰州,男,3
74970856,成都,女,3
66672978,北京,男,3
8296450,哈尔滨,女,1
51850104,兰州,女,1
58024475,成都,女,3
91255086,重庆,男,1
1407222,北京,男,3
55698504,深圳,男,3
4024171,武汉,男,2
60915987,哈尔滨,女,3
9724024,武汉,女,2
77621800,武汉,男,0
20742042,北京,男,2
75242161,成都,女,2
12667674,深圳,男,1
3517756,深圳,女,3
71888296,上海,男,2
71559644,上海,女,3
46459662,上海,男,0
47008194,深圳,女,2
85808701,兰州,男,0
92024524,成都,男,3
16219854,上海,女,2
57808000,兰州,男,0
2561120,成都,男,2
41410852,武汉,男,1
97094410,重庆,女,2
7654017,兰州,男,2
11757789,哈尔滨,男,3
57000102,北京,男,2
55188754,北京,女,2
31464221,重庆,女,1
17617154,北京,女,1
19584474,深圳,女,2
20977185,哈尔滨,男,3
2086047,兰州,男,3
40880865,重庆,女,1
50846900,成都,女,3
25802467,成都,女,0
48975176,兰州,男,2
16094245,武汉,女,2
96852140,北京,女,1
45099666,重庆,男,0
77249720,重庆,男,0
77255009,北京,男,3
288520,武汉,男,3
900007,武汉,女,1
20085181,兰州,女,1
14766920,重庆,女,2
54666061,哈尔滨,男,1
88480986,成都,男,2
12102829,上海,男,1
21978206,武汉,男,1
9706504,上海,女,1
4900162,深圳,女,2
81046600,北京,男,1
40748015,重庆,男,2
85101685,重庆,男,2
80178589,上海,男,3
15508147,武汉,女,1
44519427,哈尔滨,男,1
38651295,重庆,女,3
86579812,重庆,女,1
40569012,兰州,女,2
14589411,哈尔滨,女,1
21090010,重庆,男,3
79276240,成都,女,3
8014702,成都,女,1
45122111,兰州,女,3
1406614,重庆,女,1
79941786,深圳,女,3
77026106,成都,男,0
59629104,重庆,男,2
1100519,哈尔滨,女,2
42749048,上海,男,2
20884060,兰州,女,0
72827075,武汉,男,0
10649075,深圳,女,0
64008860,哈尔滨,女,3
62167228,深圳,男,3
29261745,重庆,男,1
7660648,上海,女,1
74614202,上海,男,3
80225940,上海,男,0
2107968,哈尔滨,女,3
56446545,上海,男,0
42001521,武汉,女,2
90672095,深圳,男,0
54260880,哈尔滨,男,1
10595042,武汉,女,1
20519010,上海,女,0
50949429,北京,女,1
55189526,重庆,女,2
16725124,兰州,男,2
64677204,兰州,男,2
52466620,哈尔滨,女,3
69020687,北京,女,3
1557026,重庆,女,0
60800220,武汉,男,1
60975477,成都,男,0
21779175,北京,女,2
4804672,上海,男,2
40840105,北京,女,0
68104519,深圳,男,2
4865282,重庆,女,0
70829000,成都,男,2
90912876,成都,男,3
95229741,北京,女,1
89168800,成都,男,3
7055569,哈尔滨,男,1
88866802,武汉,女,3
55677508,武汉,女,2
33786228,兰州,女,3
71978722,武汉,女,2
96580710,成都,女,3
99808754,武汉,女,3
86167000,武汉,男,2
9215072,兰州,男,0
505671,深圳,男,2
92049962,重庆,女,0
71019502,成都,男,3
97417404,上海,女,2
66640506,上海,男,1
92761496,上海,女,0
64640750,深圳,男,1
20797424,武汉,女,0
97728809,兰州,男,3
88279888,上海,男,2
4505568,上海,女,0
62860704,重庆,男,1
10924011,成都,男,2
54058158,哈尔滨,男,0
18724420,武汉,男,2
16129100,成都,男,3
47400971,武汉,男,1
8522802,深圳,男,0
21552512,重庆,女,2
69098074,哈尔滨,男,0
56285570,北京,女,2
15686400,成都,男,1
81860886,北京,男,1
44645787,北京,女,3
26624110,北京,女,1
18097047,北京,女,1
95540068,哈尔滨,女,0
5802680,深圳,男,0
17454252,兰州,男,1
41096014,深圳,男,3
17900541,深圳,女,3
2912840,成都,男,3
60584892,重庆,女,1
7020106,上海,女,3
2020244,成都,男,0
97041255,上海,女,2
15076246,上海,男,0
65060409,成都,男,0
78792869,上海,男,1
58166575,成都,男,3
50028290,兰州,男,3
61708512,成都,男,2
58098640,上海,女,0
7807720,北京,男,3
50771,北京,女,3
9721009,上海,男,1
12060761,哈尔滨,男,0
11056559,上海,女,3
44711256,深圳,女,0
69500107,成都,男,2
140820,兰州,男,2
62912900,兰州,女,3
58418005,深圳,女,3
70279691,哈尔滨,女,1
20054588,上海,男,0
41018850,重庆,女,0
65618910,兰州,男,1
8290592,深圳,男,1
64490080,重庆,男,3
95401651,兰州,男,2
21879758,深圳,女,1
96216705,上海,女,0
7010720,兰州,女,1
29491161,兰州,男,0
60567652,成都,女,2
18010080,深圳,男,0
66995951,重庆,男,2
91670792,哈尔滨,男,2
71820988,成都,男,3
9068277,北京,女,3
61508590,成都,女,0
80902500,兰州,男,0
21224419,兰州,女,1
61726818,深圳,女,1
29811841,重庆,女,2
9440744,哈尔滨,女,2
60780900,重庆,男,1
40087204,哈尔滨,男,1
4807407,兰州,女,1
10041476,深圳,男,3
5695076,武汉,男,0
45192000,武汉,女,0
33168269,深圳,男,2
291057,兰州,女,3
24041521,上海,女,2
2908990,深圳,男,1
65097877,深圳,男,3
15609280,哈尔滨,女,2
84407202,兰州,男,2
2746655,重庆,女,2
80826880,武汉,女,1
62447152,北京,男,1
14056555,北京,男,1
48788850,北京,女,0
95990704,兰州,男,3
47424148,哈尔滨,男,2
91757011,武汉,女,1
34671566,深圳,男,2
67122720,重庆,男,2
1010228,成都,男,3
90901707,成都,女,1
86926077,兰州,男,1
96604294,成都,男,1
48860044,成都,女,3
84177090,重庆,男,2
65978961,重庆,女,0
47600640,深圳,女,1
15258198,哈尔滨,男,1
6100749,武汉,男,2
74228451,上海,女,2
8098285,深圳,女,3
95696275,北京,女,0
99642207,成都,男,1
88689072,成都,女,2
700189,深圳,女,3
48660957,兰州,男,1
94857429,重庆,女,0
18167944,兰州,女,2
28929014,上海,男,2
15406098,深圳,女,1
28554528,重庆,男,0
89181411,兰州,女,3
52104776,深圳,女,3
17728128,成都,女,1
7884800,武汉,男,0
69250165,兰州,男,1
50124000,成都,女,3
84440660,上海,男,2
40415708,成都,男,1
75299276,武汉,女,3
2520525,北京,女,3
50529697,兰州,男,0
64141877,兰州,男,1
54051125,重庆,男,0
69401621,北京,女,2
77717290,重庆,女,0
48272644,哈尔滨,女,1
28000816,北京,女,2
90745582,武汉,女,0
27928007,兰州,男,2
96085550,重庆,男,1
9702985,兰州,女,2
79650097,深圳,男,2
34276712,兰州,女,0
95294786,成都,女,0
20474927,成都,男,3
15862285,上海,男,1
34981621,上海,男,2
70114029,武汉,女,0
91445847,北京,女,2
24016505,哈尔滨,女,1
50489500,兰州,女,2
97581225,兰州,男,3
84724487,武汉,男,2
27687821,成都,男,2
72744806,深圳,女,3
25007110,成都,女,2
91907275,深圳,男,3
98895760,哈尔滨,女,0
60564170,深圳,男,0
6714084,北京,男,0
8027071,哈尔滨,男,3
96045710,上海,女,2
19564847,哈尔滨,男,1
4095722,上海,男,1
50601251,重庆,男,2
2056585,兰州,男,3
85979742,上海,女,0
44788224,武汉,女,1
95784281,深圳,男,1
28946477,武汉,女,3
8720168,成都,女,2
5157005,兰州,女,2
55879020,兰州,女,2
15704005,深圳,女,3
70088108,北京,女,0
95820808,重庆,女,2
20241544,哈尔滨,男,3
84560756,北京,男,3
81298699,北京,女,3
95510808,深圳,女,1
32552975,上海,女,0
16016068,上海,男,1
956009,上海,男,1
48054486,成都,男,3
33548215,成都,女,1
11945076,武汉,女,1
50218071,北京,男,0
7460798,重庆,女,3
98795140,成都,男,1
2118775,成都,女,2
55160881,上海,男,1
74859260,兰州,女,2
3058259,哈尔滨,女,0
75050692,武汉,女,2
86551217,重庆,男,1
11294915,成都,男,2
94148045,武汉,女,2
94067589,北京,男,3
4751420,上海,男,0
77016565,兰州,男,2
96400845,上海,女,2
71792900,哈尔滨,女,3
99989711,哈尔滨,女,3
80076807,上海,女,3
72548150,武汉,女,3
10846414,重庆,女,2
41482790,武汉,男,2
38697816,北京,女,1
4646470,哈尔滨,男,1
17875096,成都,女,2
60908521,成都,女,0
95626060,深圳,男,0
35765285,武汉,男,3
68754696,深圳,女,0
41070807,深圳,男,1
52026106,兰州,男,1
66690958,哈尔滨,男,3
81661271,深圳,女,1
75041797,成都,男,2
69057705,武汉,男,0
74162801,哈尔滨,男,1
2860487,成都,男,2
54249964,武汉,男,2
47792290,哈尔滨,女,1
92904961,兰州,女,1
92402040,深圳,男,1
51475890,北京,女,1
4849700,武汉,女,3
58862272,武汉,女,1
54749006,北京,女,2
2711104,上海,女,1
90120702,兰州,女,0
46680179,兰州,女,3
72845457,重庆,女,2
97600779,重庆,男,2
75427258,武汉,男,3
1427917,成都,女,3
89099277,深圳,女,3
70816284,深圳,女,0
20218442,成都,男,1
69015629,深圳,女,2
19449099,深圳,男,0
20569160,哈尔滨,女,3
18218476,武汉,男,0
97467116,武汉,男,2
50500541,武汉,女,1
64102609,重庆,男,2
24188505,上海,女,0
45705007,兰州,男,3
